,date,id,tweet,cluster,class
717,Wed Nov 20 07:16:42 +0000 2019,72898202,#Orinda - Hwy-24 Eastbound After #StStephensDr – A one car crash is facing sideways in the center divide. A few cars pulled over to help. There is debris in the left lane. CHP is running a traffic break. #KCBSTraffic,0,1
718,Wed Nov 20 03:55:19 +0000 2019,72898202,#Albany #I80 eastbound before #Buchanan an accident was just cleared to the off-ramp. Slow from the maze. #KCBSTraffic,1,1
719,Wed Nov 20 02:45:35 +0000 2019,72898202,It's a slow commute on #I580 eastbound from #Hwy238 to #Hacienda. Several accidenta have contributed but are not blocking lanes. #KCBSTraffic #CastroValley #Dublin,0,1
720,Wed Nov 20 02:33:23 +0000 2019,72898202,"There's a second crash now on the #SanMateoBridge. This one involves a semi and two other vehicles, eastbound at #Clawitter. One person is injured . #KCBSTraffic",1,1
721,Wed Nov 20 02:22:48 +0000 2019,72898202,#SanMateoBridge eastbound at the top of the high-rise there's a crash with a pickup and another vehicle blocking the left lane. Trafic on #Hwy 92 eastbound is still very slow from #ElCaminoReal all the way into #Hayward. #KCBSTraffic,0,1
722,Wed Nov 20 02:09:00 +0000 2019,72898202,The crash on the #RichmondSanRafaelBridge has been cleared from the eastbound lanes. But the trip up 101 from #Sausalito to #SirFrancisDrake is clocking in at 40 minutes. 101 southbound is at a crawl from Central SanRafael. #KCBSTraffic,1,1
723,Wed Nov 20 02:04:20 +0000 2019,72898202,UPDATE: The #CHP reports the road is OPEN now.,1,0
724,Wed Nov 20 01:46:52 +0000 2019,72898202,"#RichmondSanRafaelBridge #I580 eastbound, a truck and trailer are blocking the right lane almost half way across. #WAZE #KCBSTraffic",0,1
725,Wed Nov 20 01:22:27 +0000 2019,72898202,#BART #SouthHayward station is open. Trains are passing thru in both directions. The police activity has ended. #KCBSTraffic,1,0
726,Wed Nov 20 00:43:14 +0000 2019,72898202,"#PleasantHill #Hwy24 eastbound at #PleasantHillRoad, the 2 right lanes are blocked by a crash. #WAZE #KCBSTraffic",0,1
727,Wed Nov 20 00:21:20 +0000 2019,72898202,"##Fremont #I680 northbound near #Vargas, a crash is blocking the 3rd lane from the left. #WAZE #KCBSTraffic",0,1
728,Wed Nov 20 00:02:03 +0000 2019,72898202,No estimated time for reopening.,1,0
729,Tue Nov 19 23:56:55 +0000 2019,72898202,"#SanJose #101 Southbound, pockets of slowing from #LawrenceExpy to McKee #Waze #KCBSTraffic",1,0
730,Tue Nov 19 23:22:46 +0000 2019,72898202,"#BayBridge Lower Deck, stalled car in the left lane before #TreasureIsland #kcbstraffic",0,0
731,Tue Nov 19 22:48:13 +0000 2019,72898202,"#Fremont #880 Southbound near Mission, crash involving an overturned vehicle moved to the right shoulder, slow from Auto Mall Pkwy. #waze #KCBSTraffic",1,1
732,Tue Nov 19 22:24:09 +0000 2019,72898202,"#Fremont #880 Southbound just before Warren, right lane blocked by an overturned vehicle #KCBSTraffic",0,1
733,Tue Nov 19 22:09:00 +0000 2019,72898202,@KCBSRadio and Chronicle Insider @philmatier speaks on how much this latest bike lane will be utilized and the future of more bikes and less cars. #Richmond #SanRafael.,1,0
734,Tue Nov 19 22:03:13 +0000 2019,72898202,"#Orinda #Hwy24 eastbound , bridge repair is slowing traffic from #CaminoPablo and #Accalanes. #WAZE #KCBSTraffic",1,0
735,Tue Nov 19 21:59:23 +0000 2019,72898202,"#Bart #Hayward The South Hayward station is shut down for police activity. Limited service, trains are going thru and not stopping. AC Transit providing mutual aid with a bus bridge. #KCBSTraffic",1,0
736,Tue Nov 19 20:44:15 +0000 2019,72898202,"#SunolGrade Update: Crash on SB-680 before Vargas Rd heading into #Fremont has cleared &amp; traffic has recovered to full speed. The separate problem on SB-680 @the Sunol exit (emg road work) still blocks the right lane, but traffic has largely recovered there as well. #KCBSTraffic",0,1
737,Tue Nov 19 20:05:00 +0000 2019,72898202,Phil Matier: New #SanFrancisco #Transit Chief Faces #Muni Meltdown,1,0
738,Tue Nov 19 20:00:00 +0000 2019,72898202,PG&E Expands Possible Power Outages To East Bay And #MarinCounty @KCBSRadio,1,0
739,Tue Nov 19 19:48:10 +0000 2019,72898202,Traffic/News Reporter jobs in Denver! Apply here. https://entercom.avature.net/careers/JobDetail/News-Traffic-Reporter-Full-Time-Denver/14839 #Radio #Traffic #News #Denver,1,0
740,Tue Nov 19 19:20:10 +0000 2019,72898202,#SantaCruzMountains slow traffic continues northbound 17 as landscaping is back in the right lane from the summit to Redwood Estates. #KCBSTraffic #Waze.,0,0
741,Tue Nov 19 18:46:02 +0000 2019,72898202,Look out for slow traffic in downtown #SanFrancisco due to #dreamforce19 that begins today. Howard Street remains closed all week long. #KCBSTraffic #Waze,1,0
742,Tue Nov 19 18:44:10 +0000 2019,72898202,"The crash is cleared in #MountainView but traffic remains slow on both 101 and 237 through #SanJose, #SantaClara and #Sunnyvale",1,1
743,Tue Nov 19 18:11:37 +0000 2019,72898202,A crash in #MountainView on northbound 101 at Ellis has been cleared but damage is done to the commute. Traffic backed up on both 101 and 237 through #Sunnyvale #SantaClara and #SanJose. #KCBSTraffic #Waze,1,1
744,Tue Nov 19 18:10:26 +0000 2019,72898202,Terrible traffic for the southbound 680 trip from #Pleasanton to #Fremont. Emergency roadwork at the #Sunol Exit/Koopman has the right lane blocked indefinitely. Then a crash near Vargas has the left lane blocked backing traffic up over the grade. #KCBSTraffic,0,1
745,Tue Nov 19 18:00:00 +0000 2019,72898202,@KCBSRadio and Chronicle Insider @philmatier speaks on how much this latest bike lane will be utilized and the future of more bikes and less cars. #Richmond #SanRafael Bridge,1,0
746,Tue Nov 19 17:54:56 +0000 2019,72898202,Southbound 680 before Vargas a crash has the left lane blocked backing traffic up over the #SunolGrade. #Fremont. #KCBSTraffic #Waze,0,1
747,Tue Nov 19 17:42:22 +0000 2019,72898202,"If it seems busy in Downtown #SanFrancisco, that’s because, today thru Friday, Moscone Centers North, South, and West are hosting #Dreamforce 2019, the annual conference of San Francisco-based Salesforce, Inc. (Closure of Howard St between 3rd &amp; 4th streets is due to Dreamforce).",1,0
748,Tue Nov 19 17:40:30 +0000 2019,72898202,#SantaCruzMountains northbound 17 before the summit there is an accident in the left lane. After the summit the landscaping is back in the right lane. Traffic is slow going up the hill to the summit. #KCBSTraffic,0,1
749,Tue Nov 19 17:39:37 +0000 2019,72898202,Northbound 238 before 880 reports of a motorcycle down in the two right lanes. Traffic is backing up into #CastroValley. #SanLorenzo #KCBSTraffic #Waze,0,0
750,Tue Nov 19 17:30:00 +0000 2019,72898202,#SanFrancisco's new transit chief Jeffrey Tumlin has yet to be sworn in but has already found himself in the midst of a #MUNI meltdown. @KCBSRadio Insider @philmatier says Tumlin handled the situation the best he could but his inexperience showed,1,0
751,Tue Nov 19 17:00:00 +0000 2019,72898202,PG&E Expands Possible Power Outages To East Bay And #MarinCounty.,1,0
752,Tue Nov 19 16:39:35 +0000 2019,72898202,#Fremont to #Milpitas: SB I-880 is solid from Alvarado Blvd/N Fremont Blvd to Hwy-237 (earlier crash near Dixon Landing is gone). WB Hwy-237 is mostly solid from I-880 to Hwy-101 in #Sunnyvale. #KCBSTraffic #Waze,1,1
753,Tue Nov 19 15:30:50 +0000 2019,72898202,"#Milpitas: SB I-880 before Dixon Landing Rd, injury crash blocking all but the right lane. Traffic is solid from Auto Mall Parkway (4 miles).. And before that SB-880 slows from I-238 to Stevenson Blvd (14 miles). #KCBSTraffic #Waze",0,1
754,Tue Nov 19 15:00:01 +0000 2019,72898202,@KCBSRadio and Chronicle Insider @philmatier speaks on how much this latest bike lane will be utilized and the future of more bikes and less cars. #Richmond #SanRafael https://kcbsradio.radio.com/media/audio-channel/phil-matier-will-anyone-use-new-bike-path-richmond-san-rafael-bridge,1,0
755,Tue Nov 19 14:49:25 +0000 2019,72898202,"#CorteMadera: SB Hwy-101 before Lucky Drive, 2 car injury accident moved to the shoulder. Traffic is backed up almost to I-580, but should improve now. #KCBSTraffic #Waze",1,1
756,Tue Nov 19 14:45:19 +0000 2019,72898202,Eastbound 380 after El Camino there is a two car crash partially blocking the left lane. Traffic is starting to back up toward 280. #SanBruno #SouthSanFrancisco #SFO,0,1
757,Tue Nov 19 14:41:13 +0000 2019,72898202,#SanJose northbound 280 before Saratoga a crash has the second lane from the left blocked. #KCBSTraffic,0,1
758,Tue Nov 19 14:30:00 +0000 2019,72898202,#SanFrancisco's new transit chief Jeffrey Tumlin has yet to be sworn in but has already found himself in the midst of a #MUNI meltdown. @KCBSRadio Insider @philmatier says Tumlin handled the situation the best he could but his inexperience showed. https://kcbsradio.radio.com/media/audio-channel/phil-matier-new-sf-transit-chief-faces-muni-meltdown,1,0
759,Tue Nov 19 14:24:38 +0000 2019,72898202,"#Emeryville: WB I-80 after Powell Street, 2 vehicle accident blocks the left lane. Tow truck on scene. Traffic is solid from the Albany exit. #KCBSTraffic #Waze",0,1
760,Tue Nov 19 14:20:13 +0000 2019,72898202,#MUNI delays.,1,0
761,Tue Nov 19 14:00:00 +0000 2019,72898202,PG&E Expands Possible Power Outages To East Bay And #MarinCounty,1,0
762,Tue Nov 19 10:47:46 +0000 2019,72898202,#Oakland #Orinda - Hwy-24 Eastbound in the #CaldecottTunnel - The right lane of the right bore is blocked by a crash. CHP is on the scene. Use the left bore in order to get around. #KCBSTraffic,0,1
763,Tue Nov 19 10:07:37 +0000 2019,72898202,#KCBSTraffic Update - The estimated time of opening for the highway is 3 a.m.,1,0
764,Tue Nov 19 08:21:37 +0000 2019,72898202,#SanFrancisco #SF - I-80 Eastbound on the #BayBridge - At least the 2 right lanes are blocked due to bridge work. Expect delays from #4thSt #FourthSt. Photo: @CaltransHQ #KCBSTraffic,0,1
765,Tue Nov 19 08:04:10 +0000 2019,72898202,#MenloPark #RedwoodCity - Hwy-101 Northbound Between #WillowRd and #WhippleAve - At least the 2 left lanes are blocked due to construction along the #peninsula. Use #ElCaminoReal or #I280 as an alternate. Photo: @CaltransHQ #KCBSTraffic,0,1
766,Tue Nov 19 07:21:34 +0000 2019,72898202,#Martinez - Hwy-4 Westbound After #AlhambraAve - A major injury crash has the highway shut down. All traffic is being diverted off to Alhambra Ave. Use #FranklinCanyonRd to get around. #KCBSTraffic,1,1
767,Tue Nov 19 03:51:00 +0000 2019,72898202,#Gilroy #KCBSTraffic,1,0
768,Tue Nov 19 03:42:33 +0000 2019,72898202,#BayBridge There's a crash with a motorcycle and a car eastbound near the 1st Street on-ramp. Middle lanes are blocked and there are injuries. Traffic is nearly at a standstill beginning at #CesarChavez. #KCBSTraffic,0,1
769,Tue Nov 19 02:59:11 +0000 2019,72898202,#Berkeley There's a crash on #I80eastbound under the #University overcrossing. Traffic is very slow from the maze. #KCBSTraffic,1,1
770,Tue Nov 19 02:44:45 +0000 2019,72898202,#SanMateoCounty #HalfMoonBay A crash on #Hwy92 westbound before #Highway1 has traffic at a crawl starrting before #SkylineBlvd. #KCBSTraffic,1,1
771,Tue Nov 19 02:42:35 +0000 2019,72898202,Good news! Northbound 101 is OPEN through #RohnertPark. #KCBSTraffic,1,0
772,Tue Nov 19 02:27:39 +0000 2019,72898202,#Montclair NINE vehicles are involved in a crash on #Hwy13 northbound before #BroadwayTerrace. Traffic is quickly backing up toward #ParkBlvd. #KCBSTraffic,1,1
773,Tue Nov 19 02:12:53 +0000 2019,72898202,#Fremont A motorcycle and a car collided on #I880 northbound before #MissionBlvd. The left lanes are blacked. Traffic is very slow from #Hwy237 to #AutoMallPkwy. #KCBSTraffic,0,0
774,Tue Nov 19 01:59:29 +0000 2019,72898202,#RohnertPark #Update The right lane is now open... all others remain closed. Backed up to Sierra ave. #KCBSTraffic,0,0
775,Tue Nov 19 01:57:03 +0000 2019,72898202,#SanMateo 101 SB Crash before Hwy 92 has the 2 right lanes blocked. Backed up to Broadway in #Burlingame #Waze #KCBSTraffic,0,1
776,Tue Nov 19 01:48:22 +0000 2019,72898202,#RohnertPark 101 NB Multi-Car Crash has all lanes blocked before Wilfred ave. Heavy traffic from Hwy 116. #Waze #SantaRosa #Cotati #KCBSTraffic,0,1
777,Tue Nov 19 01:05:57 +0000 2019,72898202,#Concord EB Hwy 4 before Solano way crash involving a motorcycle on the RHS... slow from Morello ave in #Martinez #Waze #KCBSTraffic,1,1
778,Tue Nov 19 01:01:35 +0000 2019,72898202,#Altamont 580 EB Heavy traffic from before 1st st in #Livermore to Grand Line rd in #Tracy #Waze #KCBSTraffic,1,0
779,Tue Nov 19 00:53:47 +0000 2019,72898202,"#Cupertino 85 SB earlier crash at De Anza Blvd has been cleared, but you still have Heavy Traffic from Hwy 280 to Almaden Expy. #Waze #SanJose #KCBSTraffic",1,1
780,Tue Nov 19 00:47:40 +0000 2019,72898202,#DumbartonBridge 84 EB Car Fire just coming off the decline blocking the right lane. Heavy from Menlo Park. #EastPaloAlto #Fremont #KCBSTraffic,0,1
781,Tue Nov 19 00:25:26 +0000 2019,72898202,"#BayBridge 80 EB after 3 different incidents on the Bridge, they are all cleared, but the traffic remains heavy NB 101 from 280 to the lower deck of the bridge. #Waze #SanFrancisco #Oakland #KCBSTraffic",1,0
782,Tue Nov 19 00:05:18 +0000 2019,72898202,#Albany 80 EB Shattered Glass across the 3 middle lanes just past Buchanan st. Heavy traffic from the Maze. #Waze #Richmond #Oakland #Berkeley #Emeryville #KCBSTraffic,1,0
783,Mon Nov 18 23:54:49 +0000 2019,72898202,#GoldenGateFerry Listen to #KCBSTraffic every 10 minutes on the 8's for updates.,1,0
784,Mon Nov 18 23:39:41 +0000 2019,72898202,"#BayBridge 80 EB crash past Treasure Island blocking the left lane and just before that, a stalled truck in the tunnel blocking the right lane. Heavy from Hwy 280. #Waze #SanFrancisco #Oakland #KCBSTraffic",0,1
785,Mon Nov 18 23:30:08 +0000 2019,72898202,"#SonomaCounty Hwy 121, one-way traffic control remains in place from Meadowlark Lane to Hwy 12 due to the overturned big rig gas tanker incident that occurred over the weekend. ETO has been extended to Wednesday 11/20/2019 at 5pm. #KCBSTraffic",1,0
786,Mon Nov 18 22:56:32 +0000 2019,72898202,#Martinez 680 SB an earlier crash has the Pacheco Blvd On-Ramp shut down... No ETO. SB 680 traffic is at the limit. #Waze #Benicia #Concord #KCBSTraffic,1,1
787,Mon Nov 18 22:45:47 +0000 2019,72898202,"#SanJose 237 EB Slow traffic due to an earlier crash, it’s all on the RHS now. Slow from Lawrence Expy to just past 1st st. #Waze #SantaClara #KCBSTraffic",1,1
788,Mon Nov 18 22:24:18 +0000 2019,72898202,#Sonoma Traffic lights are now working on Hwy 37 at Hwy 121 Traffic is starting to move. #SearsPoint #KCBSTraffic,1,0
789,Mon Nov 18 22:21:54 +0000 2019,72898202,#Sunol 680 NB past Andrade rd. Crash is blocking the CD and left lane... Traffic is backing up from before Sheridan rd. #Waze #Fremont #Pleasanton #KCBSTraffic,0,1
790,Mon Nov 18 21:55:47 +0000 2019,72898202,#SanFrancisco 280 NB Crash on the 6th st off ramp at Brannan st. Backed up to just past Cesar Chavez st. #Waze #KCBSTraffic,1,1
791,Mon Nov 18 21:50:47 +0000 2019,72898202,#SanFrancisco 101 NB Heavy traffic from 280 to the lower deck of the Bay Bridge where you also have Bridge work with the right lane closed. #Waze #BayBridge #KCBSTraffic,1,0
792,Mon Nov 18 21:22:55 +0000 2019,72898202,#Sonoma Hwy 37 in both directions at Hwy 121 the traffic lights are not working... treat it like a Stop Sign. #SearsPoint #KCBSTraffic,1,0
793,Mon Nov 18 21:05:32 +0000 2019,72898202,"Update: Eastbound #DumbartonBridge, on the incline: A truck &amp; trailer are moving VERY slowly with a CHP escort. Other drivers getting by in the left lane. One mile backup. Hat tip to Tracy of the #PhoneForce. #KCBSTraffic",0,0
794,Mon Nov 18 20:46:21 +0000 2019,72898202,"Eastbound #DumbartonBridge about a mile past University Ave, there’s a truck-trailer sitting in the left lane, causing delays. CHP &amp; bridge crews responding. #KCBSTraffic",0,0
795,Mon Nov 18 19:51:30 +0000 2019,72898202,#SanJose : See that one-mile stretch of slowing on NB Hwy-101 approaching and passing McKee Road? It’ll be gone soon. Investigation into this morning’s fatal crash has been completed and all lanes are now OPEN. #KCBSTraffic #Waze,1,1
796,Mon Nov 18 19:16:32 +0000 2019,72898202,"#SantaCruzMountains: NB Hwy-17 is solid from just north of Glenwood Drive to just north of Summit Road, due to Caltrans landscaping and tree-removal work in the right lane scheduled until 3pm. #KCBSTraffic",1,0
797,Mon Nov 18 18:25:46 +0000 2019,72898202,#MUNI Metro: InBound subway service delayed due to a power issue east of West Portal. Shuttle buses are supplementing service between West Portal and Church Street. MUNI is advising passengers who would normally take InBound light rail to take buses instead. #KCBSTraffic,1,0
798,Mon Nov 18 17:50:18 +0000 2019,72898202,"#Orinda #WB24 at Fish Ranch Rd, a 4 car crash blocks the 2nd lane from the left. #KCBStraffic",0,1
799,Mon Nov 18 16:58:04 +0000 2019,72898202,"#Martinez/Pacheco: WB Hwy-4 after Pacheco Blvd, solo injury crash blocks the left lane. Traffic is extra-solid from Hwy-242 in #Concord (two-&amp;-a-half miles). #KCBSTraffic #Waze",0,1
800,Mon Nov 18 16:40:39 +0000 2019,72898202,"#SanFrancisco: Oh-oh. Now we have #Muni problems on the InBound K, L, and M lines. Plan accordingly:",1,0
801,Mon Nov 18 16:38:13 +0000 2019,72898202,"#SanJose: Northbound Hwy-101 after McKee Rd, fatal crash (2nd such this morning) blocks at least one lane (solo car went into the bushes). The very worst of the slowing starts at Story Rd, but general slowing starts north of Blossom Hill Rd. #KCBSTraffic #Waze",0,1
802,Mon Nov 18 16:21:04 +0000 2019,72898202,Go Axel!,1,0
803,Mon Nov 18 16:20:21 +0000 2019,72898202,#MorganHill northbound 101 after San Martin Ave there is a crash blocking the two left lanes backing up traffic into #Gilroy. #KCBSTraffic,0,1
804,Mon Nov 18 16:13:30 +0000 2019,72898202,"#Albany: EB I-80 just past Buchanan Street, fatal crash (from 5:15am) has finally CLEARED. EB I-80 traffic still backed up thru the #OaklandMaze onto NB-880 &amp; WB-580. EB-580 backed up almost to Regatta Blvd. WB I-80 slows from before Richmond Pkway. #KCBSTraffic #Waze",1,1
805,Mon Nov 18 15:56:09 +0000 2019,72898202,"#DalyCity: Southbound I-280 gears down at Eastmoor Ave and stays solid past Westborough Blvd in #SouthSanFrancisco. After a brief break, the slowdown continues from I-380 to Larkspur Drive and from Hillcrest Blvd well past Trousdale Drive. #KCBSTraffic #Waze",1,0
806,Mon Nov 18 15:41:59 +0000 2019,72898202,Expect delays in #Merced for overnight drivers on hwy-99 tonight and all day tomorrow.,1,0
807,Mon Nov 18 15:16:01 +0000 2019,72898202,WB I-80/the Eastshore Freeway is mostly solid from before Pinole Valley Rd to the racetrack in Albany where everyone’s looking at a major eastbound crash. EB I-580 is also heavily backed up from Bayview Avenue. #KCBSTraffic #Waze,1,1
808,Mon Nov 18 14:48:55 +0000 2019,72898202,#Fremont: The eastbound Mowry Avenue onramp to southbound 880 is closed for paving work today until 3pm. The Westbound Mowry onramp is the detour. Traffic on 880 is slow due to drivers looking at the paving trucks according to Sean of the #KCBSTraffic phone force.,1,0
809,Mon Nov 18 14:38:36 +0000 2019,72898202,Problem on the Vallejo Ferry to San Francisco. At the very least this will mean some crowded boats heading into SF and probably some passengers turned away due to capacity limitations:,1,0
810,Mon Nov 18 14:25:34 +0000 2019,72898202,"#Fairfield: WB I-80 after Suisun Parkway, 2 car accident blocks the left lane. Traffic is backed up from Travis Blvd (close to 2 miles). #KCBSTraffic #Waze",0,1
811,Mon Nov 18 14:18:55 +0000 2019,72898202,Investigation continues in #Albany for a crash eastbound 80 at Buchanan that has the three left lanes blocked. One soul died. No word how long lanes will be blocked. Traffic backed up in both directions. #KCBSTraffic #Berkeley #Richmond. Photo:Caltrans,0,1
812,Mon Nov 18 13:54:53 +0000 2019,72898202,"#ACETrain No. 1 is running 25 minutes behind schedule heading into Pleasanton, due to an earlier mechanical problem. ACE Train No. 3 is on schedule.",1,0
813,Mon Nov 18 13:48:28 +0000 2019,72898202,"#Albany update: Eastbound I-80 just past the Buchanan Street exit (before the I-580 Split), a fatal crash has the 3 left lanes blocked. #TrafficAlert issued. No ETO. EB traffic backed up beyond Gilman Street. WB (commute direction) slows from before Carlson Blvd. #KCBSTraffic",0,1
814,Mon Nov 18 13:38:19 +0000 2019,72898202,"#Albany: Eastbound I-80 just past the Buchanan Street exit (before the I-580 Split), a crash with major injuries has the 3 left lanes blocked. Traffic is already solid from Gilman Street. Westbound gawkers slowing traffic for nearly a mile. #KCBSTraffic #Waze",0,1
815,Mon Nov 18 11:20:34 +0000 2019,72898202,"#KCBSTraffic Update - The crash is reportedly clear, but the flares are still in the roadway.",1,1
816,Mon Nov 18 10:27:08 +0000 2019,72898202,#Hayward – I-880 Northbound Before #Hwy92 – A 3 car crash is blocking the right lane. One of the vehicles is partially underneath a big rig. CHP is on the scene. Photo: @CaltransHQ #KCBSTraffic,0,1
817,Mon Nov 18 08:05:07 +0000 2019,72898202,#Sonoma – Hwy-12 Westbound at #8thSt #EighthSt – An overturned car is blocking the highway. All traffic is being diverted to 8th St. #KCBSTraffic,1,1
818,Mon Nov 18 07:27:56 +0000 2019,72898202,#SanFrancisco #SF – Hwy-101 Southbound Before #CesarChavezSt – A one car crash is blocking the slow lane. CHP is on the scene. Expect delays from #I80. Photo: @CaltransHQ #KCBSTraffic,0,1
819,Mon Nov 18 06:53:53 +0000 2019,72898202,#Oakland #Highway880 Southbound 880 past 23rd Ave—Debris is flying off the back of a truck across all lanes. #KCBSTraffic #Waze,1,1
820,Mon Nov 18 06:24:45 +0000 2019,72898202,"#Schellville #Highway121 One way traffic control will remain in effect on Highway 121 near the Sonoma Valley Airport, between Meadowlark Ln &amp; Flying Arrow Ranch Rd. In the wake of a crash involving an overturned gas tanker until Tuesday morning. #KCBSTraffic #Waze",1,1
821,Mon Nov 18 05:30:32 +0000 2019,72898202,#SanFrancisco #Highway280 #Highway101 A stall blocks the right lane of the connector from Southbound 280 to Southbound 101. #KCBSTraffic,0,1
822,Mon Nov 18 03:52:51 +0000 2019,72898202,Earlier accident has been cleared. Traffic on the WB #BayBridge is recovering. Expect some residual delays. #SanFrancisco #KCBSTraffic,1,1
823,Mon Nov 18 03:32:07 +0000 2019,72898202,#BayBridge: There is a 3 car accident on the Upper Deck of the bridge approaching #Fremont St. Accident is in the 2nd lane from the left. Emergency crews are en route. Expect heavy traffic to build up on the bridge just after the incline. #WAZE #KCBSTraffic,0,1
824,Mon Nov 18 03:21:38 +0000 2019,72898202,"#SanJose: A vehicle spun out and struck another vehicle on SB-880 before N 1st St. The 2 left lanes are blocked, one of the vehicle is facing the wrong way in the center divide. Emergency crews are working to clear the scene. Traffic is slow at the scene. #KCBSTraffic",0,1
825,Mon Nov 18 02:59:02 +0000 2019,72898202,#49ers Traffic Update: EB-237 traffic has started to clear up. NB-880 is stop-and-go from #DixonLanding Rd to #Stevenson Blvd. NB-680 is heavy from South #Mission Blvd until #Vallecitos Rd. Accident on SB-680 at #AutoMall Pkwy is on the right side. #WAZE #KCBSTraffic,1,1
826,Mon Nov 18 02:49:27 +0000 2019,72898202,Update: Accident at N 1st St has been cleared. The accident between #Bascom and #TheAlameda is still in the clearing stages. NB-880 traffic is still heavy from Bascom to N. 1st St. #SanJose #KCBSTraffic,1,1
827,Mon Nov 18 02:38:07 +0000 2019,72898202,There is an accident in the backup now as well. 2 car accident on NB-880 before #Bascom Ave. The left and middle lanes are blocked. No emergency crews are on the scene yet. #SanJose #KCBSTraffic,0,1
828,Mon Nov 18 02:30:14 +0000 2019,72898202,#SanJose: 4 car accident on NB-880 at N 1st St. is blocking the 2 left lanes. Traffic slows as you approach #TheAlameda. Emergency crews are on the scene. Expect delays. #KCBSTraffic,0,1
829,Mon Nov 18 02:23:36 +0000 2019,72898202,#BayBridge: WB traffic is heavy from the incline to #TreasureIsland before picking up as you make the approach into #SanFrancisco. Metering Lights are still OFF. Lower Deck and EB traffic is clear. #KCBSTraffic,1,0
830,Mon Nov 18 02:20:00 +0000 2019,72898202,Update: All lanes are now clear on WB-80 at #Solano Ave. Still seeing heavy traffic backed up to Hwy-37/ #ColumbusParkway on-ramp. #Vallejo #KCBSTraffic,1,0
831,Mon Nov 18 02:17:52 +0000 2019,72898202,#Raiders Traffic Update: Heavy traffic in both directions of 880 near the #Coliseum. SB-880 is slow until #Industrial Pkwy. WB-580 is slow until #PaloVerde Rd in the #DublinCanyon. WB-24 and NB-13 slow approaching the #CaldecottTunnel. #WAZE #KCBSTraffic,1,0
832,Mon Nov 18 01:53:39 +0000 2019,72898202,"#49ers Traffic Update: 2-car accident on EB-237 before N. 1st St. Accident has been moved to the right shoulder, but traffic is still very heavy in the area. #SantaClara #KCBSTraffic",1,1
833,Mon Nov 18 01:39:24 +0000 2019,72898202,#Vallejo: Accident involving a pickup truck is blocking the 2 left lanes on WB-80 between #Tennessee St and #Solano Ave. Emergency crews are working to clear the scene now. Expect delays #WAZE #KCBSTraffic,0,1
834,Mon Nov 18 01:05:13 +0000 2019,72898202,Update: All lanes are now open on NB-101 at #Oakland Rd. Expect some residual delays as traffic recovers. #SanJose #KCBSTraffic,1,0
835,Mon Nov 18 01:01:36 +0000 2019,72898202,#Raiders Traffic: Both directions of Hwy-880 are slow going past the #Coliseum as @Raiders fans head home after a victory. Drive carefully and expect delays in the area. #Oakland #KCBSTraffic,1,0
836,Mon Nov 18 00:56:15 +0000 2019,72898202,#49ers Traffic Update: Heavy traffic in both directions of Hwy-237 as fans head home after a @49ers victory. Drive carefully and expect delays if you are in that area. #SantaClara #WAZE #KCBSTraffic,1,0
837,Mon Nov 18 00:52:50 +0000 2019,72898202,We will be back with Traffic on the 8's starting with the 4:58pm update. #KCBSTraffic,1,0
838,Mon Nov 18 00:37:35 +0000 2019,72898202,#SanJose: 4-5 car accident on NB-101 at #Oakland Rd is blocking the 2 right lanes. Emergency crews are on the scene now. Traffic starts to slow after #McKee Rd. Expect delays. #WAZE #KCBSTraffic,0,1
839,Mon Nov 18 00:21:34 +0000 2019,72898202,"***Gameday Traffic Update*** The @49ers game is wrapping up and there are 3 minutes left in the @Raiders game. When both games end, expect traffic to build up in both directions on Hwy-880 between #Fremont and #SanLeandro. #KCBSTraffic",1,0
840,Mon Nov 18 00:15:32 +0000 2019,72898202,Update: All lanes are now open. Expect residual delays as traffic recovers. Traffic is backed up to the 580/101 merge #SanRafael #KCBSTraffic,1,0
841,Mon Nov 18 00:01:25 +0000 2019,72898202,Only the far left lane is closed now. The second lane from the left has been reopened. #SanRafael #KCBSTraffic,0,0
842,Mon Nov 18 00:00:25 +0000 2019,72898202,#SanRafael: Traffic on NB-101 is backed up to the 580/101 merge. Expect delays #KCBSTraffic,1,0
843,Sun Nov 17 23:57:12 +0000 2019,72898202,#SanRafael: A Special Traffic Alert has been issued for the motorcycle accident on NB-101 after the #CentralSanRafael exit. Emergency crews have the 2 left lanes shutdown as they work to clear the accident. No timetable for reopening. #WAZE #KCBSTraffic,0,1
844,Sun Nov 17 23:41:33 +0000 2019,72898202,#SanRafael: Solo motorcycle accident is in the far left lane after the #CentralSanRafael off-ramp. Emergency crews are en route. Traffic is slowing at the scene. Expect delays to develop. #KCBSTraffic,1,1
845,Sun Nov 17 23:30:49 +0000 2019,72898202,#Sonoma: Reminder- Emergency roadwork is being done on #Arnold Dr between #Meadowlark Ln and #FlyingArrowRanch Rd. One way traffic control is in effect. Roadwork will continue until Tuesday night. Expect delays if you are in that area. #WAZE #KCBSTraffic,1,1
846,Sun Nov 17 23:18:35 +0000 2019,72898202,#BayBridge metering lights have been switched OFF #KCBSTraffic,1,0
847,Sun Nov 17 22:54:54 +0000 2019,72898202,#SanLeandro: Earlier accident has been cleared and traffic is moving normally from 880 to 238. #WAZE #KCBSTraffic,1,1
